"DATETIME","HIGH","LOW","CLOSE","VOL"
"1503014400","4354","3960","4090","53454616"
"1424304000","244","225","244","46"
"1424390400","245","240.25","240.25","55"
"1424476800","245","245","245","14"
"1424563200","249","235","235","129"
"1424649600","235.001","235","235","96"
"1424736000","239.75","235","239.75","149"
"1424822400","239.75","237.75","237.75","221"
"1424908800","239.79999999","237.75","238.5","0"
"1424995200","249","238.49999999","249","383"
"1425081600","251","240","240.00006025","17"
"1425168000","251","240.0001205","251","0"
"1425254400","269","251","269","98"
"1425340800","274.5","255","267.21999999","442"
"1425427200","280.00000001","258.87499998","280","245"
"1425513600","280.89","257","257.00012","117"
"1425600000","271.00199999","260","260","84"
"1425686400","260.00000522","260.00000522","260.00000522","0"
"1425772800","275.002","260.000031","260.00003101","30"
"1425859200","285","260.00003101","264.00000533","128"
"1425945600","291","264.00006385","291","54"
"1426032000","292.95011129","276.00000001","276.00000001","42"
"1426118400","289.00010602","276","276.00000112","2"
"1426204800","300.99999959","275.11000009","275.11000009","57"
"1426291200","275.1100001","275.1","275.10000036","48"
"1426377600","282.10800036","275.1","282.10800036","29"
"1426464000","300.9999995","275","275","25"
"1426550400","275.00000003","275.00000003","275.00000003","0"
"1426636800","282.00000001","262.09000001","262.09000001","164"
"1426723200","267.01000006","248.82158047","264.84631516","713"
"1426809600","267.97667574","254.82343263","263.56083094","132"
"1426896000","263.56083094","254.69135706","263.19298262","201"
"1426982400","267.51684843","263.77341","267.51684843","64"
"1427068800","274.29809789","260.67351138","260.67351138","61"
"1427155200","271.59604827","242.5255","242.52550736","490"
"1427241600","273","247.47551488","247.47551488","90"
"1427328000","251.36855193","242.5255","242.5255","2"
"1427414400","253.3527","242.91750001","253.3527","0"
"1427500800","258.88067929","243.6819","248.72849578","7"
"1427587200","252.0705","247.96933001","247.96933001","8"
"1427673600","254.35279355","242.52550001","254.35279355","29"
"1427760000","253.7301","242.5255","249.33852966","28"
"1427846400","250","239.87000019","249","14"
"1427932800","255","229.00000001","255","62"
"1428019200","255","253.5","255","27"
"1428105600","254.42717667","248.9973997","254.42717667","184"
"1428192000","262.66977114","252.07634469","254.69622183","125"
"1428278400","254.69622183","254.69622183","254.69622183","0"
"1428364800","257.80755","252.10286502","253.116","366"
"1428451200","268","245.691","248.28703147","396"
"1428537600","269","240.88000001","269","910"
"1428624000","249.89999998","99.00000007","236.195","447"
"1428710400","249.89999997","230.10000001","234.8725","2872"
"1428796800","235.735","230.10000001","232.05","1952"
"1428883200","245.99999999","230.10000001","245.99999987","91"
"1428969600","234.000076","213.7184","219.90926541","373"
"1429056000","225.1395","217.69520791","225.1293","100"
"1429142400","229.57789808","221.29080708","229.57789808","266"
"1429228800","226.62358212","222.9346875","223.48807719","45"
"1429315200","221.65615001","221.5","221.5","44"
"1429401600","225.5","223.57789808","223.57789808","21"
"1429488000","229.5051","223.57789808","223.57789808","13"
"1429574400","233","223.57789808","229.7512","31"
"1429660800","238.374","230.5666","230.5666","36"
"1429747200","238.374","229.6777","231.55429753","70"
"1429833600","235.49749476","223.57789808","235.0896","1"
"1429920000","233.0649","223.57789808","223.57789808","1"
"1430006400","223.57789808","206.56436228","212.1681","555"
"1430092800","219.01","214.2427","219.01","390"
"1430179200","227","227","227","0"
"1430265600","227","227","227","4"
"1430352000","255","227","241.997374","389"
"1430438400","243.432375","233.1665","233.1665","26"
"1430524800","235","235","235","3"
"1430611200","239.4042","235","239.4042","92"
"1430697600","239.4042","233.99829863","233.99829863","48"
"1430784000","233.1763","229.6875","231.0154","1"
"1430870400","240","225","225","0"
"1430956800","226","225","225","0"
"1431043200","249.53240001","240","249.53240001","29"
"1431129600","249.53240001","238.5565","238.5565","115"
"1431216000","246.25","246.25","246.25","0"
"1431302400","246.25","225","241.1937","133"
"1431388800","244.90444044","239.07113593","244.90444044","5"
"1431475200","239.39988755","239.39988755","239.39988755","0"
"1431561600","249.53240001","236.01","243.26620001","318"
"1431648000","254","237.005","243.31250001","34"
"1431734400","252.99999999","243.31250001","243.5","115"
"1431820800","249.99999999","243.31250001","243.31250001","44"
"1431907200","245.5","235.00000001","242.42424242","31"
"1431993600","260","230.5","243.99999999","20339"
"1432080000","243.99999999","232.00000002","232.52023435","21723"
"1432166400","233.14749997","230.83999767","232.52549999","9008"
"1432252800","237.40539423","232.52549999","236.50775007","69"
"1432339200","242","235.6075675","241.78343249","26"
"1432425600","243","235.65603177","243","32"
"1432512000","242","234.15866811","234.947125","23"
"1432598400","241.6212575","234.326575","235.32585376","72"
"1432684800","241","235.66789119","239.8186175","10"
"1432771200","241.72665748","236.913","237.7","271"
"1432857600","243","237.34458299","237.35460214","142"
"1432944000","237.99999999","234.326575","234.326575","10"
"1433030400","240.99999999","233.00000001","233.00000001","37"
"1433116800","239.9799959","231.33781455","231.33781455","75"
"1433203200","234.99999967","223","232.9999998","157"
"1433289600","232.99999995","224.00000001","232.99999995","64"
"1433376000","229","225","225","13"
"1433462400","229","225.00000001","229","8"
"1433548800","227.00000008","224.00001675","226.99999844","23"
"1433635200","243.00000001","225","230","282"
"1433721600","229.999999","226.00000001","229.999999","4"
"1433808000","237","230","230","48"
"1433894400","238","230","237","136"
"1433980800","239.99899992","229","239.99899992","21"
"1434067200","239.99899992","229","230","12"
"1434153600","239.99899992","231.00000001","239.99899992","44"
"1434240000","239","232.50000001","239","1"
"1434326400","237.49999999","234.00000001","237","59"
"1434412800","241.80000001","234.32","234.32","95"
"1434499200","250","234.32","250","357"
"1434585600","254","245","252.76067842","268"
"1434672000","256.64346013","243.0141492","249.99999989","913"
"1434758400","249.99999989","238.00000001","241.704225","413"
"1434844800","246.49999999","238.74611776","246.49999999","198"
"1434931200","250.95562501","243.18145623","245","270"
"1435017600","249","244","244","17"
"1435104000","247.85175","233.79446564","237.14437355","2044"
"1435190400","245.49772898","238.63595","244.25750294","265"
"1435276800","244.8","239","244.8","35"
"1435363200","250","240.0000024","250","170"
"1435449600","249.98999999","245","249.98999999","0"
"1435536000","255.67500001","246.90192338","255.66999999","62"
"1435622400","263.8815","255.17352623","259.365275","206"
"1435708800","263.05759894","253.65851835","263.05759894","289"
"1435795200","256.92304903","255","255","31"
"1435881600","256.22301049","255","256.22301049","19"
"1435968000","257","253.48779475","257","92"
"1436054400","276.58553125","254.53392093","266.99","403"
"1436140800","300.9999993","266","268.03348967","358"
"1436227200","267.65000001","262.89154266","262.89154266","92"
"1436313600","276.46321919","263.482575","270.00000001","368"
"1436400000","270.5888486","265.77514014","267.1","288"
"1436486400","289.32575","270.09999999","286","822"
"1436572800","298.25850978","265.41403","290.00000001","522"
"1436659200","312.24054041","296.10649522","312","825"
"1436745600","307.00000001","270.00000001","288.88888699","1000"
"1436832000","292.84749999","288.88888699","288.888887","76"
"1436918400","292.8475","283.32791599","283.32791599","278"
"1437004800","292.8475","280.233","281.43066515","510"
"1437091200","281.43066515","274.74360024","280.134925","268"
"1437177600","275.57345","274.24387431","275.519275","29"
"1437264000","281.454425","272.90902501","277.99999883","108"
"1437350400","282.49798267","274.14820466","281.9264","273"
"1437436800","285.99878125","279.1","279.86050498","327"
"1437523200","282.794225","278.00000001","278.00000001","485"
"1437609600","278.00000449","278","278","51"
"1437696000","284","278","284","167"
"1437782400","294.16835476","283.75387501","283.93117501","211"
"1437868800","293.92369999","286.90364013","288.05340001","3"
"1437955200","293.19131973","284.866925","293.19131973","256"
"1438041600","294.38714898","290.35343548","291.45133763","80"
"1438128000","299.4672167","291.45133763","295.14679126","428"
"1438214400","293.39719705","284","284.61055662","239"
"1438300800","287.88215399","284","285.049","29"
"1438387200","284.00000001","275.7245078","279.84502254","301"
"1438473600","286.438075","280","286.438075","106"
"1438560000","288.96564431","284.28627499","288.96564431","75"
"1438646400","288","281.10448572","288","11"
"1438732800","288.965425","279.79331405","287.5698","9"
"1438819200","283.738175","275.637475","283.738175","167"
"1438905600","277.22849063","275.9225","275.9225","62"
"1438992000","282.235975","262.64762661","263","1032"
"1439078400","269.75811042","262.101","268.86343705","410"
"1439164800","266.21932357","262.1","266.21932357","9"
"1439251200","269.25604587","261.60615343","269.25604587","247"
"1439337600","275.6263664","263.32859493","265.413175","682"
"1439424000","269.87728091","260","263","838"
"1439510400","265","255","265","556"
"1439596800","267","258.27685","258.27685","147"
"1439683200","264.818575","256.76429583","256.76429583","247"
"1439769600","263.884775","257.00000516","262.37255219","115"
"1439856000","262.38059156","174.57013394","178.7193125","2979"
"1439942400","241.876825","191.29999999","226.99999929","5214"
"1440028800","241.75778125","226.99999785","234","1900"
"1440115200","242.0500026","228","233.13000186","2623"
"1440201600","285","225","230.25950309","1097"
"1440288000","236.14959975","226.43859881","228.4526468","369"
"1440374400","236.99999909","201.45752417","211","6440"
"1440460800","219.99000003","197.57400001","219.99000003","5064"
"1440547200","227.99000003","216.15825722","227.97999999","1337"
"1440633600","229.19941841","208.3","219.99999999","1607"
"1440720000","233.99000003","212.183456","230.14","306"
"1440806400","235","220","235","925"
"1440892800","226.90000001","211.01100212","215.025","973"
"1440979200","226.9","211","225.04000001","624"
"1441065600","229.5","223.32478814","223.94469998","995"
"1441152000","232.99999999","222.28830581","226.00000001","391"
"1441238400","232.67213551","224.35971855","231.00000001","163"
"1441324800","231.00000001","225.00000001","231.00000001","272"
"1441411200","238.99000003","226.54264212","233.00000001","1058"
"1441497600","243.22733484","233.00000001","237.7529","746"
"1441584000","245","236.5","244.9","1928"
"1441670400","243.5","239.90000002","239.90000002","27"
"1441756800","243","236.5","240.59999943","772"
"1441843200","243.83099999","236.50000001","243.83099999","172"
"1441929600","255.00000001","236.37099997","238.70000001","1385"
"1442016000","244.90709278","236.61000002","240","696"
"1442102400","237.60200001","226.5","226.5","487"
"1442188800","233.97779999","226.50000021","228.50000008","201"
"1442275200","232.9999994","228.50000285","232.99999594","120"
"1442361600","233.47357311","230.00003003","230.00003006","41"
"1442448000","235.68915619","231.47357312","232.50000003","99"
"1442534400","238.26400001","232.50000051","238.26400001","61"
"1442620800","235.8","231.47357311","234.47","177"
"1442707200","234.47","231.47357312","234.47","67"
"1442793600","233.00000001","227.16978664","227.49998999","374"
"1442880000","232.49999989","225.91","226.516353","637"
"1442966400","232.4999999","227.5413","228","77"
"1443052800","235","228","235","619"
"1443139200","238.26400001","232.01000001","238","210"
"1443225600","238.00000001","232.5","233.000001","115"
"1443312000","237.09999999","233.000007","233.00050075","28"
"1443398400","243.493875","232","243.19999998","8239"
"1443484800","245.4999","234.68665","242","6796"
"1443571200","245.4","233.000001","238.00000001","680"
"1443657600","242.69999999","236","242.69999999","244"
"1443744000","243.5403","236.20001","240","458"
"1443830400","242.999","237.99","242.979","30"
"1443916800","242.979","237.99","242.969","53"
"1444003200","242.969","236.97900001","236.98","131"
"1444089600","249.76639999","236.98000001","242.25","520"
"1444176000","252.38676","241","243.00000001","586"
"1444262400","248.49999932","242.06","242.30000243","262"
"1444348800","246.89","242","244.00000001","443"
"1444435200","246.5","242.40020005","243.1","101"
"1444521600","248.28210623","243.1","248.28210592","950"
"1444608000","248.37944518","243.5092607","244.6001001","195"
"1444694400","250.39999882","244.6001001","248.47210201","280"
"1444780800","257.26208372","247.15829748","252.29997287","736"
"1444867200","262.66813468","251.02606982","259.2432","1223"
"1444953600","266.08098303","254.00954551","266.08098303","796"
"1445040000","277.6389","261","267.04218175","699"
"1445126400","272.99999996","261","269.99999999","1209"
"1445212800","269.99999999","261.50000001","263.00000023","205"
"1445299200","275.5","262.00000001","275.49999","1011"
"1445385600","275.49999","261.9246","266.30000001","2331"
"1445472000","276.14700001","261","276.14699996","2238"
"1445558400","284.29949888","270.31000003","277.86212966","917"
"1445644800","283.92550526","278.49899517","280.00001","435"
"1445731200","298.73999999","281.60227631","287.85000016","4739"
"1445817600","291.01634988","279","281.49999999","3372"
"1445904000","298.5","281","297.49999395","5466"
"1445990400","307.75","281.01633477","295.19768986","6478"
"1446076800","314.6753","293.31363296","312.59999894","7229"
"1446163200","326.87000009","307.1","326.87000009","15426"
"1446249600","332","306.45969915","310.00000001","9455"
"1446336000","328.96200408","312.08011732","326.74446166","1128"
"1446422400","370.02602501","320.366901","369.02958148","10188"
"1446508800","424","355.87499999","400","28008"
"1446595200","477","359.48965566","393","50090"
"1446681600","416.05800073","366.71097058","383.09999996","22723"
"1446768000","398.88888888","350","379","15753"
"1446854400","397.3333333","367.30009891","390.99999994","14135"
"1446940800","389.35","369","371.00000001","3371"
"1447027200","387.9099995","362.99999999","384.55","11796"
"1447113600","385.63229092","327.70000002","335.20014911","13633"
"1447200000","341","303.33311004","313.13","24073"
"1447286400","343.29180826","308.99607256","339","8966"
"1447372800","343.10639329","325.00000001","339.01194","6071"
"1447459200","340.19","332.2","340.19","3876"
"1447545600","341.1","318","318","27998"
"1447632000","336.00400001","318","332","3587"
"1447718400","340","331","334.01010403","5314"
"1447804800","341.77699995","334","336.31001221","3288"
"1447891200","337.89998789","320.10000001","328.999999","5716"
"1447977600","332.95","317.99999999","327.50000001","5201"
"1448064000","335.34000003","323","328.79999999","4224"
"1448150400","334.68999999","323.1","331.9","3956"
"1448236800","334.69","324.00004591","325.47","415"
"1448323200","329.99","321","321","5114"
"1448409600","329","318.10010001","326.99","4363"
"1448496000","366.95586085","326.99047556","355.10127219","12795"
"1448582400","378.888888","349.00000605","361.99995456","5368"
"1448668800","364","354.00000001","356","8422"
"1448755200","378.888888","356.50014836","375.00000004","2090"
"1448841600","385.00000001","371.99999999","379.49999999","4270"
"1448928000","379.39999999","355","364","6039"
"1449014400","366.36659","353.525125","365.65493181","3623"
"1449100800","375","356.00000801","366.99999998","2682"
"1449187200","366","355.12278158","365.51","4006"
"1449273600","392.265","360.12706417","380.45053057","14923"
"1449360000","400.00000001","380.99663008","390.30007076","9688"
"1449446400","403.00000001","388.00009037","394.20032806","6553"
"1449532800","418.5542986","392.20000001","418.5542986","8458"
"1449619200","428.99999997","404.48417735","421.9999999","14490"
"1449705600","425.17679999","410.000021","425.17679999","5793"
"1449792000","456.65800001","418.63267478","452.70000009","22657"
"1449878400","468","405.66284539","430.15422975","24374"
"1449964800","444.99999993","423.25","433.00000202","8316"
"1450051200","449.49498","431.00007782","443.09999999","4180"
"1450137600","465.15045069","442.99999993","465.15045061","15161"
"1450224000","468.49999999","445","453.000001","10825"
"1450310400","457.9999","451","453.500001","1346"
"1450396800","465","453.000001","460","5049"
"1450483200","466.929","452.130001","460","11513"
"1450569600","460","431.01","438.10101011","11042"
"1450656000","443.0999999","426","439.7999","11583"
"1450742400","439.83131689","432.2589971","434.84381765","6790"
"1450828800","446","434","445.67999996","2590"
"1450915200","464.88566999","441.52188074","453.06292574","5436"
"1451001600","459.39999999","450","455","1783"
"1451088000","460.999999","409.000166","418.53822857","11361"
"1451174400","429.68242294","412.32","421.24000002","5994"
"1451260800","431.69037499","417.00000001","423.59556697","3195"
"1451347200","437.0783412","421.1","427.00000001","3568"
"1451433600","434.07","420","425.12","3505"
"1451520000","430.57315002","417","430.57315002","2539"
"1451606400","435","428.26000202","434.98999999","2975"
"1451692800","438.13999999","430.5","436.9499","944"
"1451779200","435.61499822","426.45308869","428.14","683"
"1451865600","435.999999","427.29114042","432.00001111","724"
"1451952000","435.999999","429.5695","430.37677352","427"
"1452038400","434.99999973","427.290001","427.50002018","819"
"1452124800","458.89700208","427.50057343","458.89700208","10706"
"1452211200","468","446.99999999","453.05","5912"
"1452297600","457.3980537","447.00037915","447.420001","1879"
"1452384000","453.02999998","440.02000706","450.72851988","9116"
"1452470400","455.66999999","444.89","447","7224"
"1452556800","448.62","434.07784163","434.4962313","7525"
"1452643200","439.69999998","424.001","433.68500408","9072"
"1452729600","434.99999999","424","429.49640246","2267"
"1452816000","429.49640246","358.000006","362","27192"
"1452902400","387.99999999","333.6","386.4618669","19523"
"1452988800","394.1","369.71695546","370","13842"
"1453075200","399.94999999","367.11112952","388","22196"
"1453161600","395","376.73464414","378.50200171","8779"
"1453248000","422.88270948","377.4225","422.88270948","15387"
"1453334400","420.42999999","401.43089234","406.0000001","6751"
"1453420800","413.26513434","375","380.97271858","6756"
"1453507200","404.36071952","378.02890176","389.94000001","13328"
"1453593600","407.91799999","378.80930001","402.85787573","10516"
"1453680000","406.80087625","384.90950034","391.17000081","18108"
"1453766400","399.65700001","384.90950034","395.11999999","15647"
"1453852800","401.17609864","384.332","396","12979"
"1453939200","391.19000101","374.68813274","378.0000001","11050"
"1454025600","381.0000001","357.59046709","376.8600002","12980"
"1454112000","380.5","371.2","378.66999987","1781"
"1454198400","380.5","362.60000001","367.33999995","8407"
"1454284800","380.09999995","360.5","370.45","13509"
"1454371200","377.7777777","368.67145259","368.6900001","5604"
"1454457600","373","351.8881965","358.52","9004"
"1454544000","389.59999999","358.51","389.59999999","17028"
"1454630400","397.97511686","380.3530589","385.98899663","22708"
"1454716800","388.18962933","371","377.63999823","15583"
"1454803200","381.67419373","368.99999823","372.99999916","15932"
"1454889600","379.00999997","369.09999999","369.65447893","6479"
"1454976000","380.49","369.65451242","376.71518383","20723"
"1455062400","385","364.1000001","382.97999999","37846"
"1455148800","388.254","371.00000001","387.95","21454"
"1455235200","415.01869658","320","385","56849"
"1455321600","397.99999998","380.31135223","391.98999996","44799"
"1455408000","406.00000681","390.01050005","404.88887998","29671"
"1455494400","408.7","397.59","403.8416231","40996"
"1455580800","412.79999999","399.00000352","408.00000009","26228"
"1455667200","426","399.55","413.50000048","48770"
"1455753600","424.76999998","411","418.10000823","34912"
"1455840000","424.8","413.00000001","417.00000354","14617"
"1455926400","440","416.001","436.5100001","37972"
"1456012800","445","420.48999982","441.00000442","35817"
"1456099200","441.00000442","429.17","440","23594"
"1456185600","440.00000001","413.42","416.10000178","60429"
"1456272000","425.09999896","405.99500043","409.45245","39025"
"1456358400","425.70181751","384.02000001","422.999999","77657"
"1456444800","432.48000001","411.88900001","432.48000001","37088"
"1456531200","434.99999","421.00100001","425.52","18908"
"1456617600","439.44","380.99999","432.84999997","71879"
"1456704000","441.30464888","431.55004679","436.1","30212"
"1456790400","442.89999999","424.73000001","434.00000001","53433"
"1456876800","438.9999999","422.13646503","425.98623253","35872"
"1456963200","433.89","408.08999991","417.24","81434"
"1457049600","437.4944444","393.33","408.14999999","79482"
"1457136000","410","378.88","392","129675"
"1457222400","433","378.99","407.00000002","119132"
"1457308800","420.02688172","401.7","409.9","62823"
"1457395200","415.60594081","402.83042801","410.40000001","47787"
"1457481600","415","401.00000003","404.4","82827"
"1457568000","419.9","402.25185002","416.60126","64807"
"1457654400","424.44475104","413.98","421.1","39582"
"1457740800","422.06999999","406.57296965","410.5","118475"
"1457827200","416.58836052","403","410.79","67860"
"1457913600","420","385","411.95000001","174393"
"1458000000","419.98956999","408.05","413.49000459","32758"
"1458086400","419.9","409.48402084","418.1","39999"
"1458172800","428.85247103","414.5","418.30999999","74062"
"1458259200","421","395.00010001","404.91999981","149460"
"1458345600","416.795","400","404.25730345","68209"
"1458432000","415.71129614","404.26","409.98","39316"
"1458518400","412.98","402.92","404.36491835","65750"
"1458604800","418.59410249","403.96155785","414.99458","47490"
"1458691200","423","413.67326001","416.6","32499"
"1458777600","423.81442871","414","418.8","57163"
"1458864000","418.88","413.50108799","416.71542144","9248"
"1458950400","420.59117429","413.93","418.32335169","23467"
"1459036800","428.99999996","415","424.0852","50868"
"1459123200","428.75209124","420","425.39092016","48232"
"1459209600","428.5","410","416.965","74052"
"1459296000","420.499","410","414.3","106608"
"1459382400","420.42259642","414.30000001","417","16043"
"1459468800","420.04","416.0000001","418.2","12339"
"1459555200","424","418.00000001","421.56301498","68343"
"1459641600","424.5","419.91910001","423.99899758","65653"
"1459728000","423.999","420.2","420.50000777","26764"
"1459814400","425.887","420.20000007","424.15999996","32694"
"1459900800","425.938118","420.55","422.49957852","35692"
"1459987200","424.7050012","420.083","423.99999994","19851"
"1460073600","426.5","418","419.00010005","54145"
"1460160000","426.7","414.140001","420.5","55845"
"1460246400","425","415.1500001","419.71930424","90353"
"1460332800","424.77","419","422.75262835","16320"
"1460419200","429.98","422.4","424.89","69844"
"1460505600","427.5","423.24","425","29207"
"1460592000","428.999","423.511","427.17996899","35223"
"1460678400","437.30488611","424.81799693","430.61709605","28984"
"1460764800","436.34562405","429.599999","430.85","20080"
"1460851200","438.79118705","426","428","71854"
"1460937600","432.8","427.2","430.31052983","46770"
"1461024000","440.53415106","427.28621864","437.93750001","30095"
"1461110400","448.54054299","434.15442601","443.12202632","41707"
"1461196800","459.24500033","440.74000012","450.79900002","67739"
"1461283200","456.74703717","445.63418304","447.539519","64890"
"1461369600","454.82827541","446.62111001","453.11","29399"
"1461456000","464.38504995","451","460.90144101","28173"
"1461542400","474.06891535","456.55000001","465","60588"
"1461628800","472.47999999","463.223","467.75","49164"
"1461715200","469","443","443.02499607","105687"
"1461801600","451.1","421.91","451","57940"
"1461888000","484.484","445","455.94999999","34717"
"1461974400","456.456","440.01","445.68435605","43524"
"1462060800","455.2","442.0272721","446.99655141","20456"
"1462147200","451.19999999","425.9","445","75384"
"1462233600","450.9","440.2","450.858","22492"
"1462320000","450.858","444.21390929","449.48999999","6435"
"1462406400","451.89","444.54430455","446.1200002","19991"
"1462492800","463.04787573","444.47999995","461","30812"
"1462579200","461.9999","455.32799997","457.76002301","25239"
"1462665600","463","455.41","459","14279"
"1462752000","465.07029999","456.06","463.226","12764"
"1462838400","464.8342","449.48999997","449.5","28709"
"1462924800","455.71900601","449.48999997","450.23617237","20983"
"1463011200","455.06","448.09","454.44000449","19977"
"1463097600","457.98","450.13","453.37281795","22561"
"1463184000","457.75","450","455.63002825","27114"
"1463270400","463","454.26416333","459.15690131","26740"
"1463356800","461.979999","450.9","453.97511699","46775"
"1463443200","457.96737983","448.99999999","450.71421308","25510"
"1463529600","456.69","443.80092386","447.98","71102"
"1463616000","454.89813585","432.3333","434.36388823","96675"
"1463702400","444.44444443","422.0071547","436.00000437","90187"
"1463788800","440","418.17508636","435.35569089","53869"
"1463875200","450","420","434.17000002","51438"
"1463961600","444.97999999","430.00000001","441.27","31745"
"1464048000","449","439.5000001","447.93890015","39450"
"1464134400","453.35","444","445.26100055","29201"
"1464220800","454.95834691","445","452","29263"
"1464307200","477.85000015","450.76000448","460.00000005","179049"
"1464393600","521","461","489","342700"
"1464480000","551.00000005","480","525.20000331","345968"
"1464566400","542.43419978","522.0149885","534.5","174162"
"1464652800","549","510.50000001","529.99999","227226"
"1464739200","541.99999999","517.28","535.5","203694"
"1464825600","539.83129126","531.78309789","536.8725","75318"
"1464912000","579","534.52000018","565.06714367","289992"
"1464998400","592.17","560.00000003","574.49999999","263136"
"1465084800","583.5","570","577.59999985","79908"
"1465171200","586.01","574.06772283","584.00999998","92130"
"1465257600","589","560.102","576","163525"
"1465344000","583.12345678","569.1","583.12345678","52595"
"1465430400","582.46999999","567.62649842","579.96999999","52841"
"1465516800","579.99999999","573","579.13","50429"
"1465603200","597","579.13","597","93658"
"1465689600","683","594","666.96500001","504576"
"1465776000","700.64880369","653.57765611","693","716875"
"1465862400","698.9","585","674","1013464"
"1465948800","697.546","662.33","691.999","375147"
"1466035200","774.767","690.50989865","764","1064094"
"1466121600","770.99999999","687.01","747","2372250"
"1466208000","788.899999","705","757.89000001","1518681"
"1466294400","775","741.019","763.419","622609"
"1466380800","767","720.1","728.99999999","965227"
"1466467200","727.37099934","639.7","668.50015","2234073"
"1466553600","700.68280717","580","592.296","1758227"
"1466640000","649","555.1","634.67","1827667"
"1466726400","687.48000001","630.50000012","660","1596492"
"1466812800","710.00000001","640.02000001","663.45016787","953516"
"1466899200","671.86199999","616.3810001","630","513858"
"1466985600","656.66666666","621.01","656.66666666","360764"
"1467072000","661.19993856","638","649.48524687","482132"
"1467158400","648.62251249","616.6","637.5","401964"
"1467244800","683.22","633.00000001","675.50000002","575967"
